Text,Language
" 
@BFMTV
Les français t'emmerdent Martin Hirsch, ( maman Macron a dit que j'peux ... )",French
Je vs jure je lui ai parlé en mode sérieux en français elle me répond 3j après en ARABE elle est dingue,French
" 
@KTKrukowska
 @ParisPremiere
  et 4 autres personnes
Évidemment la neutralité parfaite n’existe pas, mais il est tout à fait possible de restituer une information sans forcément donner son opinion comme si c’était une nécessité. Il y’a cette désagréable impression que c’est presque une obligation dans le journalisme français !",French
" 
@Mediavenir
4.4 millions de français, et tous sur Twitter à chouiner.",French
prof de français be like :,French
" 
@franceinter
  et  
@yjadot
Nous sommes dans le classement mondial de la pollution huitième et c'est aux français de faire des efforts ? Les vert sont incapables de gérer.",French
" 
@byagiss
 @Jpvoiture
  et  
@TPMP
""Aussi interdit aux musulmans"" ?
Qu'est-ce qui est interdit aux musulmans en tant que citoyens en France ?",French
"« Il faut se tourner vers Eric Zemmour car la vraie question de cette élection est celle de la survie de la France, de notre civilisation. Il faut remettre l'identité  du peuple français au cœur de notre politique. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
2
4",French
" 
@Inci_eli
 @purification_la
  et 2 autres personnes
Oui j’ai du sang français j’ai pas dis le contraire t’es conne ou quoi? Jte parle de moi dans ma tête je suis seulement marocain et personne peut dire le contraire
1",French
" 
@SilkysilkK
Zeymmour n'est pas d'extrême droite comme le dit le politologue français spécialiste de l'extrême droite jean-Yves Camus....",French
"« L'enjeu de la prochaine élection présidentielle c'est la survie de la France. Il faut recréer la fierté d'être Français. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
4
4",French
"En français, des participants au convoi. https://facebook.com/groups/1426012490993147/permalink/2991404261120621/…
4
5
23",French
" 
@GuillerGato98
pos si pero que se le hace las clases me estan matando
1",French
" 
@TMutapayi
Qui a dit à 
@GIMS
 qu’on se l’arrachait à ce qu’il nous représente de part sa musique dans le monde, notre rumba n’a pas été acceptée à l’Unesco à cause de “Sapé comme jamais” nous avons des talents qui nous représentent valablement  qu’il soit français ou pas ça nous est égale
2
1
1",French
" 
@LuciaNarayanan
 @lucian_837
  et  
@nadine__morano
En France l'école est gratuite et obligatoire jusqu'à l'âge de 16 ans mais son peuple est plus inculte qu'Homo Sapiens incapable de lire ni de connaître les bases de son propre pays et ça ose se dire compatriote français. QI de larve",French
" 
@DustinGrowick
Pamplemousse. 

C’est Français
2",French
"#DebatJeunesLCI 
#MacronPresidentDesJeunes
@stanislasrig
 désespérant de voir un jeune défendre 
@ZemmourEric
 qui défend la collaboration de l'état français pour le génocide des Juifs !
Dylan Hirn
@HirnDylan
 · 56 min
Oui @stanislasrig. Cette élection comprend un enjeu de civilisation. Celui de la lutte contre l’extrême droite.

Vous, c’est le repli sur soi. Nous, c’est la défense de la liberté, de l’égalité, et de la fraternité. 

#DebatJeunesLCI @Ambroise_Mejean @JeunesMacron @LCI
2",French
" 
@EChabriere
 @Helberforever
  et  
@BFMTV
Et bien je ne m'interroge même plus, quant au bien-fondé d'un grand nettoyage dans les instances dirigeantes des services publics !

Ces suçons prennent décidément la grosse tête et oublient qu'ils sont au service des Français !
#MartinHirchDehors
2
1",French
" 
@AirSlva78
  et  
@lavieestmeg
Oui c'est vrai. Radiations massives c'est bien. Ils ne méritent que cela ces branleurs de français n'est ce pas. L'auto entreprise aussi cela enrichit les gens avec un taux d'échec de 79% c'est pas mal. Et les cadres à 1€ par jour c'est top. Américain je presume ?
1",French
" 
@KuskoEmpereur
Quel est le véritable soucis ? Pour moi le soucis c’est de voir que les français sont si stupide car ils s’arrêtent devant un voile alors que les libertés se perdent 
1",French
" 
@tcabarrus
Son billet d'hier sur les dépenses inconsidérées d'un état Français ruiné était excellent, tellement vrai et unanimement partagé sur le plateau.",French
" 
@talalazh
 @purification_la
  et 2 autres personnes
Nn t’es issue du métissage tu sera jamais 100% t’es français aussi un gwer de ta mère. Que tu te sent marocain ou nn sah je m’en fou
1",French
"Cette photo me résume. Le gyros c’est mes origines, le shawarma mon adolescence, le taco (le vrai, pas la merde du fast food français du même nom) mon amour pour  et le kebab mes soirées étudiantes pour éponger l’alcool 
Tlatoani_Cuauhtemoc
@Cuauhtemoc_1521
 · 1h
#Sabíasque los tacos al pastor tienen su origen en los migrantes libaneses que llegaron a México en la década de 20’s? Trajeron el shawarma muy popular en medio oriente.Con el paso de los años al platillo se le agregaron los ingredientes de estas tierras. Interesante información
Afficher cette discussion",French
"Yo ! Je suis F/A depuis un long moment. Quelques infos sur moi :
- 19 ans
- Expérience dans l'esport
- Parle français avec un niveau en anglais correct
- Niveau Tier D low
- Peut scrim plusieurs fois chaque semaine
- Déterminé, esprit compétitif et bon délire
 & 
DM Open ! ",French
" 
@ChristianCOURB2
  et  
@_aimeric
Le contexte ne pourrait nous faire le voir en héros à moins d’un point de vue français. Dans le pire des cas je compatis avec lui et lui donne des situations atténuantes mais je ne peux me positionner sur le point de vue d’honorer son travail.
1
1
1",French
"« L'enjeu de la prochaine élection présidentielle c'est la survie de la France. Il faut recréer la fierté d'être Français. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
1
1
1",French
" 
@Ameenacrayon
 @Riime13
  et 2 autres personnes
Lire le Coran c'est des etudes de Theologie? Vous pouvez trouver le Coran et les hadiths en pdf en ligne gratos en anglais ou francais. Pas besoin de faire des etudes.
1
1",French
"La réunion sous le format “Normandie” des diplomates français, allemands, russes et ukrainiens a duré 8h30 aujourd’hui : une “réunion difficile mais qui a permis un bon résultat”, se satisfait ce soir l’Elysée.
1
1
1",French
"Tu clash un camer en une langue, ton retour vient en anglais, français, pidgin, camfranglais et d'autres langues z'exotiques pour les plus taquins d'entre nous.
1
4",French
" 
@stanislasrig
  et  
@LCI
Tu veux parler des livres qui commencent par une faute de français en prétendant défendre la littérature et la tradition française? Crétin.",French
"Ce soir les Vikings sont Français !
Equipes de France de Handball
@FRAHandball
 · 57 min
 C'EST TER-MI-NÉ !!!!  29 - 30 
Quelle fin de match incroyable de nos BLEUS qui arrachent la victoire et la qualification au bout d'une deuxième mi-temps pleine de rebondissements 
LES BLEUS L'ONT FAIT ! LES BLEUS SONT EN DEMI FINALES  
#BleuetFier",French
"Émission de la honte... 

ALERTE ENLÈVEMENT DU CERVEAU DES FRANÇAIS
Je pense que dans le vaccinARN il y a une molécule qui enlève le libre arbitre aux gens
Dr Fabien Quedeville
@fquedeville
 · 1h
Comment le directeur de l’@APHP peut il émettre une telle idée sans être démissionner sur le champ? twitter.com/cavousf5/statu…
Afficher cette discussion",French
" 
@echapattoire
  et  
@mktora_
ah :D sympa ahah (je sais même pas ce que ça veut dire même en français ptdr)
2",French
" 
@s_kouas
  et  
@Ledawa
Toi vole aussi pour t'inscrire au cours de français. Laisse les choses des connaisseurs
1",French
" 
@OlivierPortugal
 @MiintLy
  et  
@Qofficiel
Je vois pas le rapport. 
On peut être musulman et français  
Pour moi les religions sont de l’ordre du privé et quand on commence à ne pas vouloir s’intégrer c’est là le problème…
1",French
" 
@911z__
excuse-moi mais j’suis française, t’es pas français toi?
1",French
" 
@VivaMiro5
Ils ont laisser parler un mec qui a autant de répondant que chalgoumi frr ils font comme les français et les musulmans de france
1
1",French
" 
@leprivedeRaph
  et  
@Rrraapph
Tiens refais le en français stp
2
1",French
" 
@PoeteEuropeen
  et  
@AlChaouii
En vrai la République Romaine a inspiré les révolutionnaires français pour la révolution",French
" 
@EoneDonald
  et  
@ZemmourEric
Aucune violence. Mesure de protection saine pour protéger les Français.",French
" 
@HogardJacques
 @DanUnt333
  et  
@Alf66636588
Courage les gars! Nous aussi on vous a vu sur le terrain pendant turquoise ou artemis. Cette injustice prendra fin un jour. Si j’étais français, je serai fier de mes soldats. J'aurai eu un peu plus de mal avec les politiciens par contre...
1",French
"#Cesar2022 Bordel le ""monde de la culture"" en français nominer, être nommé à une récompense, ça veut dire recevoir la récompense. Vous êtes tellement américanisés que vous voulez utiliser le verbe ""to nominate"".
Il y a un mot en français c'est ""sélectionner"".
MERCI à tous.",French
" 
@christo96750095
J’ai trouvé un français de entouré de chance pour la France et l’autre photo un français de branche juif arabe entouré de français de souche .",French
" 
@ChetiFLGod
 @NationaLeague_
  et 11 autres personnes
Gros GG c’est mérité ! GG 
@HugoCRv2
 également, 2 français en Lan c’est top!
1
1",French
" 
@FRAHandball
Magnifique impossible n'est pas français",French
" 
@KarimZeribi
Les malades,fussent-ils des non vaccinés, sont à la charge des contribuables et donc des français. Ils ne sont donc pas gratuits. C’est la solidarité nationale. L’AP-HP doit s’y soumettre car la loi est au-dessus de toute fonction. Même si les vessies se prennent pour des…",French
"@CordierAlice2
 vous dites que ""le port du voile est un symbole de radicalité, la majorité des français a un problème avec l'islam"". Qui le décide et surtout de la manière dont on va voir et percevoir les choses. C'est Le regard de chaque personne qui fait toute la différence.
TPMP
@TPMP
 · 2h
""Votre voile est un symbole de radicalité""

Face-à-face entre Lilia Bouziane, étudiante avocate et Alice Cordier, militante du Collectif Némésis, dans #TPMP.
3:18
88,6 k vues",French
"faut pas oublier que 
@freezecorleone
 a violé le rap français en 2020 il est arrivé ATL sur un terrain de Zumba",French
"Hand : les Français en demies de l'Euro en battant le Danemark 30 à 29
europe1.fr
Hand : les Français en demies de l'Euro en battant le Danemark 30 à 29
Les handballeurs français, champions olympiques il y a près de six mois à Tokyo, se sont qualifiés pour les demi-finales de l'Euro en battant le Danemark 30 à 29, à l'issue du tour principal à...
1
5
15",French
" 
@yoongi_212
  et  
@Socrate_Goat
En français ?",French
" 
@FCahen
Ma prof de français ",French
"@EmmanuelMacron
 Monsieur le Président, je suis au courant de la guerre à venir en Ukraine. Les français sont inquiets. Je vis en Ile de France. Il est prévu que les Russes lancent des missiles nucléaires sur les capitales européennes dont Paris. S'il vous plaît pas de guerre !",French
" 
@raoulito21
 @prefpolice
  et 2 autres personnes
Ben 43 millions de consommateurs d’alcool donc si à peu près tous les français sont ouverts aux drogues.
1",French
" 
@cavousf5
  et  
@MartinHirsch
@cavousf5
 + 
@MartinHirsch
 + tous les cyniques libéraux destructeurs = Écœurement total des français !
La Sécurité Sociale est à tout le monde.
Le 10 avril 2022 on fait cesser toute cette casse des services publics, cette stigmatisation,  ce mépris...",French
" 
@lucian_837
  et  
@nadine__morano
En France l'école est gratuite et obligatoire jusqu'à l'âge de 16 ans mais son peuple est plus inculte qu'Homo Sapiens incapable de lire ni de connaître les bases de son propre pays et ça ose se dire compatriote français. QI de larve voilà ce que la france te répond",French
"Ptdrrrr le héros français c'est bon c'est définitif
JL Oniizuka
@Oniizukafc
 · 52 min
Ptdrrr mais le ban la rendu fou le frérot Pfut",French
" 
@COSTESLionelEr
 @EmmanuelMacron
  et 4 autres personnes
Vous ne vous posez jamais la question suivante : "" Tiens, c'est drôle, quoiqu'il fasse quoiqu'il dise, 
@EmmanuelMacron
 ne bouge pas dans les sondages francais ? "" 
Normal, ceux sont toujours les mêmes qui sont interrogés !",French
" 
@KarimaDelli
C'est justement parce que vous avez osé l’union de la gauche ET de l'extrême gauche mélenchoniste dans les Hauts-de-France que 1. vous avez fait un score minable et 2. Jadot en fera de même. Les Français n'oublieront pas  #Jadot #Jadot2022 #2022lecologie #EELV 
@yjadot
 @eelv",French
" 
@sarabile1
 @madishou243
  et 2 autres personnes
Bizarrement on est quand même victime de racisme sur nos propres terres. Certains français en banlieue sont obligés de s'assimiler au population issue de l'immigration sous peine de se faire maltraiter voir agresser. Assez fou non ?",French
"Alors là bravo ! #boitenoire est un super film, un superbe thriller. Voilà le cinéma français que j'aime !
2",French
" 
@EmmanuelMacron
Et les hommes français qui sont allés se battre en Algérie combien sont tombés pour la France ? Jamais d'hommage pour c'est soldats. Vous êtes vraiment en campagne et nul ",French
" 
@munsch_eric
 @WelONba
  et 2 autres personnes
Tu as bien raison Em. Le QI des Français est devenu si bas , que j’envisage de quitter la France ( que j’aime) pendant 5 ans,si par malheur macron est réélu....",French
"@senat
 @AssembleeNat
 n'osent meme pas donner la parole a la pétition de 1.5 millions de francais. Plus que tous les partis politiques reunis..... Quelle honte 
@EmmanuelMacron
 @olivierveran
 @JeanCASTEX
 @Conseil_constit
 @Conseil_Etat
 #nonauPasseVaccinal, #démocratie
René Chiche
@rene_chiche
 · 5h
Au Luxembourg, toute pétition ayant obtenu 4500 signatures donne lieu à une réunion publique en présence des parlementaires et du ministre concerné.
Et la France se permet encore de donner des leçons de démocratie au monde entier ?",French
" 
@afpfr
si j’ai bien compris 
La CGT EDF fait grève contre une décision très « communiste » du Gouvernement, dit « de droite », de limiter la hausse des factures d’électricité des Français
Les bras m’en tombent !! 
Inversion des valeurs ou égoïsme syndical ?
@EDFofficiel
 @lacgtcommunique
1",French
"Le hand français est une formidable raison d'exister 
1
1",French
"Si on écrit les programmes informatiques comme on veut écrire le français, on n’est vraiment mal!
Les mots ont un sens et l’orthographe aussi.
Aurélien Marq
@AurelienMarq
 · 6h
Maipri de klas unfaict dè boufon gauchisst ki panse keu lé peutyte jean son tro bhète pour aicrire korrrekteman. twitter.com/libe/status/14…",French
"Wiki-map est un projet permettant de faire apparaître sur une carte des lieux autour de soi qui ont un article Wikipédia : https://wiki-map.com
 Si vous préférez un fond de carte OSM, il y a aussi : http://wikimap.toolforge.org .
9
16",French
" 
@malalpha98
 @Ibrahim89799756
  et 3 autres personnes
Toi qui te plein du Français des autres fais des phrases compréhensibles sans fautes aussi s’il te plaît…
1",French
quelqun qui peut m aider pour un travai en francais svp urgent,French
"@EmmanuelMacron
 @GabrielAttal
  La t^te de Q qui parle de son incompétence et veut la faire payer aux Francais, faut le virer, j'veux pas que mon fric paye cet ane !
C à vous
@cavousf5
 · 3h
""Je ne veux fermer la porte de l'hôpital et du soin à personne : mais il faut être allié avec la responsabilité qui permet à tout le monde d'en bénéficier.""
Covid-19 : les non-vaccinés doivent-ils bénéficier des soins gratuits ? @MartinHirsch s'interroge.

#CàVous",French
"Voir un Français mourir pour des Russes ou des ukrainien ça me dégoûte
3",French
" 
@LoreUrka
 @Natan75020
  et  
@ZemmourEric
Avoir des papiers français, fait de vous un français ",French
" 
@HuguesdePayns11
 @Blondinetenvert
  et 2 autres personnes
Il y avait 0 français au VIIIeme siècle, la France n'existant pas.
1",French
"7 mercenaires français et un journaliste de 
@RFI
 sont venu au Mali pour convaincre un homme politique Malien pour les aider à déstabiliser le Mali. 

https://facebook.com/109362557574874/posts/480930570418069/?app=fbl…",French
" 
@gracemaak
Donc vous doutez vraiment de mon français ",French
"Handball : les Français en demi-finales de l’Euro après un succès arraché contre le Danemark https://lavoixdunord.fr/1132606/article/2022-01-26/handball-les-francais-en-demies-de-l-euro-en-battant-le-danemark-30-29?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1643231886…
3",French
" 
@Corwin31
 @PFLacenaire
  et  
@ZemmourEric
Le pire c’est que selon #Zemmour quand bien même on est français de papier si nos parents on émigrer en France et obtenue la nationalité. On reste des étrangers. Suivant sa logique lui même est considéré comme étranger
1",French
" 
@DBouffee
  et  
@dreslincourt
Les français devraient surtout arrêter de payer des impôts qui financent les brêles comme Hirsch (dont le père était professeur à necker…).",French
" 
@CarlaKouakou
  et  
@SoniaBotchak
Les cours de français c’était en option pour toi ou bien !?
1",French
"« Votez pour Éric Zemmour car l’élection qui arrive pose la question de la survie de la France. Il faut remettre l’identité du peuple français au cœur de la politique et recréer la fierté d’être Français. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
Le média suivant comprend des contenus potentiellement sensibles. Modifier les paramètres
Voir
De 
Zemmour TV
1
3",French
" 
@Freedominfr
 @prefpolice
  et 2 autres personnes
Et vous le voyez bien 
Une immense majorité des français n’est pas ouvertes aux drogues
1",French
" 
@mwansa_kilufya
  et  
@OlivierKamitatu
Trempe d'apres vous c'est parler francais comme un belge avec bcp de mots pas communement utulisé dans des conversations de chaque jour? Si c'est ca je penses qu'il ne sont qu'a deux en RDC
0:40
2 vues",French
"J'arrive plus à regarder des séries/films qui sont doublés en français...
1",French
"Énorme ce que viennent de réaliser nos Bleus. 

Menés l'intégralité de la rencontre, ils passent devant à 1min30 de la fin et se qualifient en demi-finale face aux champions du monde en titre.

Le Handball français a encore de beaux jours devant lui 
1
1
5",French
" 
@jeon_jjkks
omg , en vrai c’est bien pour le bac de français mais sinon 
1
1",French
"2021  2022 

 Même stade 
 Même but
 Même requin 

 
@AlvaroNegredo9
 De 
Cádiz Club de Fútbol
2
2",French
"C'est exactement ça, les médias français c'est Radio des Milles Collines !!! 
Aldo Sterone
@AldoSterone111
 · 1h
A la vitesse à laquelle vont les choses en France, si un professeur de médecine déclarait qu’il faut exécuter sommairement les non vaccinés, la presse reprendrait en chœur et sans la moindre critique. C’est le Rwanda pré-génocide là. Ce sont des humains à part entière !!!",French
" Une délégation de haut-responsables européens s'est rendue au mémorial de Babi Yar à Kiev en Ukraine.  Un déplacement pour commémorer le massacre de plus de 30 000 juifs par les nazis en septembre 1941.
fr.euronews.com
Ukraine : une cérémonie pour ne pas oublier le massacre de Babi Yar
Une délégation de haut-responsables européens s'est rendue au mémorial de Babi Yar à Kiev en Ukraine. Un déplacement pour commémorer le massacre de plus de 30 000 juifs par les nazis en septembre...
2
4",French
" 
@freezia30
 @heecke_van
  et 2 autres personnes
Oui une bonnne française ou français il ai juif algérien faut pas l'oublier ou va la France ",French
"#Fafa_ConsCons, l’homme du ""sang contaminé"" et qui récidive avec le ""vaxxin contaminé"" ose cette phrase d’un mépris incommensurable envers les Français. Il ne remet pas seulement en cause le droit, et particulièrement la Constitution, il s’assoit carrément dessus!
4
1",French
" 
@Valeurs
Que SOS aille se faire ****, c'est les plus gros racistes du monde. Des millions de français voteront Z en avril. Personne n'est dupe, tout le monde sait que le lien est avéré.
Vivement leur dissolution.",French
" 
@luchoo427
  et  
@RMCsport
Vu comment tu t'exprimes le seul con ici c'est toi alors retourne réviser tes cours de français du collège et ferme un peu ta gueule ça t'éviteras de dire de la merde. 
Je te masque alors évite de me répondre ça te fera gagner du temps dans tes révisions.
1",French
" 
@jsko_D
En français ça donne quoi ?
1
1",French
" 
@julie76610
  et  
@beinsports_FR
Franchement au handball, tu peux pas te permettre de choisir ton adversaire à ce niveau là.
Suédois, espagnols ,danois et français se valent largement.
1",French
"@MartinHirsch
 l’homme qui assassina l’hôpital et le peuple français
C à vous
@cavousf5
 · 3h
""Je ne veux fermer la porte de l'hôpital et du soin à personne : mais il faut être allié avec la responsabilité qui permet à tout le monde d'en bénéficier.""
Covid-19 : les non-vaccinés doivent-ils bénéficier des soins gratuits ? @MartinHirsch s'interroge.

#CàVous",French
" 
@Onirica91
  et  
@MyriamHebuterne
mais comment des Français peuvent vouloir autant de mal à leurs congénères ?? c'est aberrant 
1
2",French
" 
@sananemdr
ça parle français mais on a compris la métaphore
1",French
"Production du cobalt recyclé au Maroc: Glencore et Managem signent un partenariat stratégique https://fr.hespress.com/245278-production-du-cobalt-recycle-au-maroc-glencore-et-managem-signent-un-partenariat-strategique.html?utm_source=dlvr.it&utm_medium=twitter… #Economie #Glencore #Managem #Production_du_cobalt
fr.hespress.com
Production du cobalt recyclé au Maroc: Glencore et Managem signent un partenariat stratégique
Glencore et Managem ont signé un partenariat pour produire du cobalt à partir de matériaux de batteries recyclées au sein des unités hydrométallurgiques",French
"Bonsoir, très heureux de vous rejoindre post covid passé sans encombre match intéressant mais le prochain tour le sera d'autant plus car Lucas est un peu notre français belge par proximité, défaut de français oblige #eurosportsnooker",French
"« Il faut se tourner vers Eric Zemmour car la vraie question de cette élection est celle de la survie de la France, de notre civilisation. Il faut remettre l'identité  du peuple français au cœur de notre politique. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
3",French
"Le hand français c’est pas une masterclass c’est une MASTERCLASS 
2",French
" 
@aragon_jb
Et pas un mot dans les médias français ?",French
" 
@SandrineParis6
  et  
@COTJEAN
"" en capacité "" ...ce n'est pas Français c'est Socialiste ",French
" 
@AlainCasal1
je fais partie de ceux qui voient clair dans leur jeu.
dans les années 80, les lobbys israliens ont manipulé l'extreme gauche (SOS racisme, Licra, etc..), maintenant ils manipulent l'extreme droite.
La France, ils s'en foutent et les Francais encore plus.",French
" 
@TPedrajas
Le Danemark qui a joué avec le but vide toute la fin du match pour taper les Français et s’éviter de devoir les rejouer en finale, mais oui oui ça a lâché le match",French
" 
@TheRealSlimJoh1
 @Alkanz
  et  
@EricMorillot
Et en français ça donne quoi ?",French
"« L'enjeu de la prochaine élection présidentielle c'est la survie de la France. Il faut recréer la fierté d'être Français. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
3
6",French
" 
@CamericaO
C'était pour que tu comprennes. Si je parle français ici est ce que ton peuple et toi vous allez vous en sortir?
1",French
" 
@buuuuuuuzz
botei na lista
1",French
"@EmmanuelMacron
 Là vous cherchez des voix  la santé, les EPADH, la justice, la sécurité..en France vous vous en foutezvous êtes en campagne donc arrêtez de prendre les Français pour des ""CONS""",French
" 
@LCP
Ils reviendront à la charge avec un faux variant à la clé  pour faire passer la pilule !
2",French
" 
@_Moon_Eternal
Du coréen au français ?",French
" 
@claran55
  et  
@MartinHirsch
Après 2 ans de pandémie, n’avoir RIEN FAIT pour l’hôpital est la plus grande (ir)responsabilité du gouvernement …mais bien sûr c’est tellement plus facile de monter les français les uns contre les autres selon leurs situations : ne voyez-vous pas cette honteuse manipulation ????
1",French
" 
@Kouam97110115
  et  
@le_brouteur
Les profs de français sont absents à la Côte d’Ivoire?",French
"J’ai validé histoire politique française avec 17/20 la deuxième meilleur note c’est 13/20 qui ne saute pas n’est pas français !! 
15
8
128",French
" 
@stanislasrig
  et  
@LCI
Si tu crois qu'être français, c'est être facho, c'est que t'as pas suivi les cours d'histoires petit. La France, et tout ce qu'elle a fait de grand: c'est les Lumières, c'est l'Humanisme, c'est la Laïcité (pas la tienne, la vrai). 
Tu n'as rien de français.
1",French
" 
@Barthelmyyy
pas de bol , j'aime la France , j'aime les Français , j'aime la galette des rois.  tu réfléchis en binaire 0 - 1  pour toi soit on est islamophobe soit un islamiste on peut pas etre entre les deux.
2",French
" 
@lavieestmeg
Des... Des français !",French
" 
@CWeillRaynal
Lors de ce massacre organisé par le général degaulle, cet homme dont tous se veulent héritiers , un grands nombre de français d’Algérie ont été tués sous les tirs de l’armée française aux ordres du Bon général de Gaulle ! Emmanuel Macron ne peut réparer l’irréparable !",French
Hier j'ai rêvé que j'avais une discussion avec Neymar et il avait un français fluide. C'était bien un rêve mdrr,French
" 
@lautard65
  et  
@rousselguillau7
Pas de tv et encore moins bfm. 
Avec ce que l’Europe a vécu oui ça me choque que 60% des francais soient (par ordre%) ignorants ou antisémites.
1",French
" 
@jeanlemarcheur
Il y a encore des gens qui défendent MACRON ? il n'est pour rien dans cette chienlit ? Qui commande depuis 4 ans 1/2 ? Qui piqué des colères régulièrement sur les Français ? Qui divise les Français par richesse? Qui emmerde soit disant 6 millions de français et beaucoup plus??",French
" 
@waren_barber237
C’est très grave là-bas.
1",French
Y a un beau poste d'affiché dans une garderie anglais-francais. Mais je suis tellement fidèle à ou je travaille je peux juste pas :/,French
" 
@EmmanuelMacron
Combien de jeunes français se battent pour l'Ukraine, posez cette question au public !  Tout d'abord, assurer la sécurité de la nation en France également. Drogues, vols dans de nombreux endroits !!! Notre priorité, c'est la France !!!!  Pas ukrainien !",French
" 
@Jb02210
  et  
@NORMANDEALWINE
Le seum ?

Écoute perso j'aime pas quand il insulte les français, et je suis pas pour quand il va passer à 40/45h la semaine de travail ou la retraite à 65.

Donc non j'ai pas le seum, je vais juste pas voter pour un gars méprisant et avec un programme neo-liberale.
1",French
"« Votez pour Éric Zemmour car l’élection qui arrive pose la question de la survie de la France. Il faut remettre l’identité du peuple français au cœur de la politique et recréer la fierté d’être Français. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
De 
Zemmour TV
5",French
"Vraie question : toute la planète Hand nous déteste-t-elle? Ca doit être insupportable l'equipe de France quand tu n es pas Français. (Mais moi j aime bien )
1
2",French
" 
@lequipe
Les anglais qui disent du bien du rugby français … et bien ",French
"« Il faut se tourner vers Eric Zemmour car la vraie question de cette élection est celle de la survie de la France, de notre civilisation. Il faut remettre l'identité  du peuple français au cœur de notre politique. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
1
5",French
" 
@BhDiena
La ref de cours de Français haaan mdrrrrf
1",French
" 
@Mediapart
  et  
@MartineOrange
Solidarité avec les agents de #EDF. Ce gvt organise une future vente à la découpe sur le dos de tous les français. Honteux ",French
" 
@HereauJ
  et  
@vpecresse
Faire des enfants c'est facile, toucher des allocations aussi, mais il faut surtout s'en occuper. Quand j'entends que ""les français peuvent faire autant d'enfants qu'ils souhaitent"", je dirais bof-bof. Dans la vraie vie, les gens divorcent bcp, ils perdent leur travail, ...",French
"9 millions de français sont interdits dans les restaurants, les cinémas, les théâtres, les centre commerciaux,les trains,les bus,les cafés les boîtes de nuits,les musées enfin tout ce qui fait partie de la vie. Mais malgré tout monsieur macron il peuvent VOTER oui VOTER !!!!!!!!",French
" 
@Madame_Poppins
Les français peuvent s'inscrire ?
C'est pour des collègues à moi...
1
1",French
" 
@rousselguillau7
Des dérivatif pour cacher le principal : l'ignominie du #passNazitaire 
et les sous citoyens.
Tout est bon pour faire diversion ! Tout est manipulation  tout est faux.",French
" 
@KevZ0ZZ
 @beauregard_luci
  et  
@CNEWS
Si on reste dans les impressions, peut-on dire qu’il y a un lien entre chrétienté et pédophilie ? Qu’il y a un lien entre français du cru et viols ?
1",French
" 
@DiscretPapillon
pas  plus de gauche que de droite, votre vision binaire est stupide
La baisse du chômage touche toutes les catégories
Ce que les quinquennats précédents furent incapables de faire Je suis français et j'aime le voir réussir, baisse du chômage, croissance  hausse renond économique",French
"les meufs qui parlent trop français j’en parlerais dans ma prochaine conférence en haut de la côte de la cité à Chopper
Le média suivant comprend des contenus potentiellement sensibles. Modifier les paramètres
Voir
1
2",French
" 
@EoneDonald
  et  
@ZemmourEric
Il n'y a pas de ""vivre ensemble"" qui tienne, tu viens en France tu vis comme les Français, tu nais en France tu vis comme les Français, un point c'est tout. Vous êtes fourbe votre ""ensemble"" n'est pas qu'un seul mot c'est un ensemble de choses, et ces choses on les connait 
#Z0ZZ",French
"Entendre une connerie de ce genre, n’est pas étonnant venant de cette personne! Ce qui l’est plus c’est qu’un Macron s’en soit remis à lui pour  “soigner” les français. Ququ’un qui ne sait pas distinguer un vaccin d’un medoc !! Mais Macron n’est pas dupe , et ça c’est malfaisant
Florian Philippot
@f_philippot
 · 9h
Bon si le « vaccin » n’est pas vraiment un vaccin, mais « une forme de médicament » comme le dit le Pr #Delfraissy, il y a donc eu tromperie sur la marchandise !
 67 millions de Français sont légitimes à demander des comptes ! twitter.com/lci/status/148…",French
" « 5 ans après l’élection d’Emmanuel Macron le quotidien des Français n’a pas changé. 
@vpecresse
 est la seule qui peut le battre. Elle a la force, le dynamisme, la fermeté pour redresser notre pays » 
@GuilhemCarayon
#JeunesPécresse2022
#DebatJeunesLCI
2
4",French
"Ah pardon j'avais raté le truc !

Le twitter medico-français ne peut lire les publis ou stats qui sortent, il est occupé à disserter sur ""un vaccin est il un médicament"".
GIF
1
5",French
" 
@AyouNinou
On a compris que t’étais un islamiste et que tu haïs la France et les français qui t’explique qu’en France tu fais pas ce que tu veux avec ton islam et qu’il y a des règles et que tu t’y plies que ça te plaise ou non. Tu peux répéter facho facho du matin au soir on s’en cogne. 
1",French
"Énorme….. en difficulté, les français 
@FRAHandball
 passent de -5 à +1 en 7 minutes… Cette équipe nous surprendra toujours apparemment.
La  en demi-finale!!! #FRADAN #ehfeuro2022
GIF
2
12",French
" 
@BOROWSKIMIKE
Vas y autant nous abattrent  ou ouvrir un Guantanamo français",French
" 
@MookieBarbu
Ça y est, il parle français 
@MarocPsg
 1",French
